datetime,city,state,country,shape,duration (seconds)
4/24/08 19:49,thornwood,ny,us,light,10
4/24/08 20:15,irvine,ca,us,circle,300
4/24/08 21:10,spring creek,nv,us,rectangle,3
4/24/08 21:30,north myrtle beach,sc,us,sphere,3
4/24/08 22:00,hernando,fl,us,other,300
4/24/08 22:45,eldersburg/randallstown,md,,other,60
4/24/09 00:12,richmond,vt,us,light,600
4/24/09 02:20,gainesville,fl,us,triangle,20
4/24/09 04:14,kent,wa,us,sphere,30
4/24/09 04:58,portland,me,us,sphere,120
4/24/09 06:30,hartwell,ga,us,oval,600
4/24/09 10:30,fox river grove,il,us,triangle,180
4/24/09 11:53,huntsville (canada),on,ca,egg,300
4/24/09 17:45,arlington,va,us,sphere,3600
4/24/09 18:00,glendale,az,us,triangle,600
4/24/09 19:00,ottawa (canada),on,ca,disk,60
4/24/09 20:00,wading river,ny,us,formation,120
4/24/09 21:00,mirabel (canada),qc,ca,unknown,15
4/24/09 21:25,san francisco,ca,us,flash,420
4/24/09 22:19,dubuque,ia,us,unknown,35
4/24/09 23:00,baker,ca,us,light,3
4/24/09 23:50,brescia (italy),,,fireball,180
4/24/10 00:12,haverhill,ma,us,unknown,1800
4/24/10 03:00,east islip,ny,us,sphere,60
4/24/10 10:15,austin,tx,us,light,120
4/24/10 13:00,west covina,ca,us,formation,10800
4/24/10 18:00,louisville,ky,us,sphere,20
4/24/10 21:00,lake elsinore,ca,us,disk,300
4/24/10 21:50,london (uk/england),,gb,flash,5
4/24/10 23:07,houston,tx,us,light,600
4/24/10 23:15,houston,tx,us,circle,3600
4/24/10 23:30,czech republic,,,light,120
4/24/10 23:50,cranford,nj,us,light,1800
4/24/11 00:00,fullerton,ca,us,changing,1200
4/24/11 00:04,round rock,tx,us,teardrop,10
4/24/11 00:30,ocala,fl,us,triangle,20
4/24/11 11:45,tinley park,il,us,rectangle,60
4/24/11 15:00,applachian mountains,nc,,,5
4/24/11 15:00,harrogate (uk/england),,gb,disk,300
4/24/11 17:30,vinita park,mo,us,circle,1800
4/24/11 22:30,omega,ga,us,light,60
4/24/11 22:30,stuart,fl,us,triangle,240
4/24/11 23:12,l&#39anse,mi,us,formation,30
4/24/11 23:12,l&#39anse,mi,us,oval,30
4/24/11 23:45,athens,tx,us,circle,300
4/24/12 02:45,rochester,wa,us,sphere,20
4/24/12 05:20,noblesville,in,us,circle,120
4/24/12 16:45,ada,ok,us,cigar,180
4/24/12 20:55,gulfport,ms,us,disk,1500
4/24/12 21:00,marshville,nc,us,circle,1200
4/24/12 21:45,cedar rapids,ia,us,light,420
4/24/12 22:00,beverly hills,fl,us,other,1800
4/24/12 22:00,olathe,ks,us,other,5400
4/24/12 22:10,scottsdale,az,us,sphere,1200
4/24/12 22:30,highland village,tx,us,other,10
4/24/12 22:55,highland,ut,us,circle,600
4/24/12 23:00,lincoln (uk/england),,gb,light,30
4/24/12 23:00,valley-omaha,ne,,fireball,1200
4/24/13 00:00,stillwater,ok,us,light,600
4/24/13 02:45,rochester,wa,us,light,20
4/24/13 03:30,manchester,nj,,circle,180
4/24/13 06:00,elk county,ks,,fireball,120
4/24/13 20:20,monroe,wa,us,formation,60
4/24/13 20:30,macungie,pa,us,unknown,300
4/24/13 20:33,tiberias (israel),,,circle,240
4/24/13 21:00,glendale,az,us,triangle,900
4/24/13 21:15,medford,or,us,light,1200
4/24/13 21:20,briggsville,ar,us,other,600
4/24/13 21:45,hillsboro,or,us,unknown,600
4/24/13 22:00,grainfield,ks,us,triangle,300
4/24/13 22:45,carolina beach,nc,us,light,3600
4/24/13 23:00,carolina beach,nc,us,circle,360
4/24/13 23:00,forsyth,mo,us,light,360
4/24/14 01:00,tamarac,fl,us,fireball,7200
4/24/14 03:00,mojave,ca,us,,7200
4/24/14 03:30,york,pa,us,circle,15
4/24/14 04:30,louisburg,nc,us,circle,30
4/24/14 08:45,rio rancho,nm,us,oval,10
4/24/14 10:00,warren,ri,us,cigar,180
4/24/14 20:00,phoenix,az,us,circle,240
4/24/14 20:30,dauphin island (off the coast of),al,us,light,60
4/24/14 20:30,henderson/las vegas,nv,,sphere,600
4/24/14 21:00,albuquerque,nm,us,light,30
4/24/14 21:00,fountain inn,sc,us,light,10
4/24/14 21:00,orange beach,al,us,formation,120
4/24/14 21:10,whitby (canada),on,ca,formation,600
4/24/14 21:30,lagrange,ga,,light,180
4/24/14 21:30,north zulch,tx,us,light,120
4/24/14 21:35,debary,fl,us,light,60
4/24/14 21:39,huntington beach,ca,us,fireball,120
4/24/14 21:44,rogers,ar,us,light,30
4/24/14 22:00,evans,ga,us,light,15
4/24/14 22:00,san diego,ca,us,light,120
4/24/14 22:26,walnut,ca,us,light,60
4/24/14 22:30,pompano beach,fl,us,other,600
4/24/14 23:30,gardner,ks,us,unknown,1800
4/24/14 23:45,naniamo (canada),bc,,circle,2
4/25/58 19:00,atlantic ocean (troopship/ uss rose),,,unknown,60
4/25/66 20:25,reading,pa,us,other,300
4/25/66 23:00,bonney lake area,wa,,unknown,120
4/25/67 21:00,chattahoochee,fl,us,light,600
4/25/73 18:30,grand chenier,la,us,sphere,20
4/25/74 20:30,brooksville,me,us,disk,300
4/25/75 00:00,oil city,pa,us,disk,180
4/25/76 21:00,brownsville,tn,us,circle,60
4/25/81 20:00,bridgewater,ma,us,triangle,600
4/25/87 14:30,bacolod city (occidental province) (philippines),,,light,120
4/25/94 02:00,albuquerque,nm,us,sphere,3
4/25/94 21:00,pascagoula (approximate),ms,us,flash,2
4/25/94 22:00,oswego,ny,us,triangle,60
4/25/95 01:30,quartzsite,az,us,triangle,300
4/25/95 02:30,grape creek,il,us,,3
4/25/95 12:30,portland,or,us,,4500
4/25/96 21:30,santa barbara,ca,us,,3600
4/25/96 22:00,gold river,ca,us,,1800
4/25/96 22:05,bishop,ca,us,,3300
4/25/96 23:00,riggins,id,us,egg,4
4/25/97 01:45,delray beach,fl,us,light,300
35546,new york city (brooklyn),ny,us,other,1200
4/25/98 08:30,chandigarh (india),,,oval,45
4/25/98 20:00,frisco,co,us,oval,9000
4/25/98 21:00,manito (outside of),il,us,formation,300
4/25/98 21:45,blanchard,ok,us,triangle,1380
4/25/98 22:30,roca,ne,us,triangle,1200
4/25/99 02:30,yuma (approx. 100 miles e of),az,us,light,2
4/25/99 04:04,walker,mi,us,light,600
4/25/99 13:00,summersville,wv,us,disk,300
4/25/99 19:00,bowling green,ky,us,chevron,180
4/25/99 20:30,ann arbor,mi,us,formation,15
4/25/99 23:30,paia,hi,us,cylinder,600
4/25/00 00:30,wheaton,md,us,circle,180
4/25/00 02:10,wood dale,il,us,other,120
4/25/00 21:25,grand rapids,mi,us,,180
4/25/00 23:15,carrollton,tx,us,formation,240
4/25/00 23:30,san rafael,ca,us,light,3
4/25/01 00:18,valmy,nv,us,cylinder,720
4/25/01 01:19,auburn,wa,us,fireball,5
4/25/01 03:40,buena vista,va,us,triangle,300
4/25/01 18:10,ajax (canada),on,ca,cone,20
4/25/01 19:00,san felipe (mexico),,,cylinder,120
4/25/01 20:30,houston,tx,us,light,1
4/25/01 21:05,o&#39brien,fl,us,light,4
4/25/01 21:35,roseau,mn,us,light,60
4/25/01 22:00,laramie,wy,us,light,8
4/25/01 22:00,wickiup,az,,light,120
4/25/01 22:45,chandler/queen creek,az,,other,300
4/25/01 22:50,powell river (canada),bc,ca,triangle,5
4/25/02 00:30,winston-salem,nc,us,light,180
4/25/02 11:30,san jose,ca,us,circle,2
4/25/02 21:15,flagstaff (near; over us 40),nv,,other,60
4/25/02 22:15,stockton,al,us,triangle,60
4/25/03 00:00,kanab (10 miles south of on  hwy 89),ut,us,light,60
4/25/03 01:04,glendale/phoenix,az,,flash,120
4/25/03 04:30,dakar (senegal),,,light,300
4/25/03 20:10,east meadow,ny,us,disk,10
4/25/03 21:00,hot springs,sd,us,light,1800
4/25/04 02:40,london (uk/england),,gb,triangle,60
4/25/04 20:30,adelaide  (south australia),,au,circle,180
4/25/04 21:00,jonesboro,ga,us,unknown,30
4/25/04 21:00,kansas city,mo,us,other,300
4/25/04 21:00,troy,oh,us,disk,120
4/25/04 21:10,keighley (uk/england),,gb,sphere,3
4/25/04 21:35,bend,or,us,formation,600
4/25/04 22:35,fresno,ca,us,fireball,20
4/25/04 23:00,muscatine,ia,us,changing,3600
4/25/04 23:30,likely,ct,,unknown,120
4/25/05 02:50,lompoc,ca,us,diamond,20
4/25/05 03:00,laconia,nh,us,light,60
4/25/05 03:00,lompoc,ca,us,diamond,900
4/25/05 20:00,lexington,ky,us,disk,1200
4/25/05 22:15,whitecourt (canada),ab,ca,flash,240
4/25/05 22:30,mecca,ca,us,unknown,360
4/25/05 22:30,rose city,mi,us,light,60
4/25/06 02:20,doncaster (uk/england),,gb,light,14400
4/25/06 09:30,mukilteo,wa,us,disk,120
4/25/06 10:30,biglake,mn,,light,240
4/25/06 12:00,morgantown,wv,us,fireball,20
4/25/06 14:45,green river,ut,us,teardrop,3
4/25/06 22:30,sturbridge,ma,us,unknown,2700
4/25/06 23:15,tallinn (estonia),,,triangle,15
4/25/06 23:20,portland (near),or,us,rectangle,4
4/25/07 00:00,springfield,or,us,circle,10800
4/25/07 01:00,perth (australia),,au,light,4
4/25/07 02:00,india,,,rectangle,900
4/25/07 07:30,jamesport,ny,us,oval,5
4/25/07 11:25,soquel,ca,us,unknown,2
4/25/07 13:00,albuquerque,nm,us,rectangle,150
4/25/07 22:12,williams lake (canada),bc,ca,light,15
4/25/07 23:30,santa fe,nm,us,sphere,60
4/25/08 00:00,tampa,fl,us,chevron,20
4/25/08 01:50,wellington,mo,us,egg,3
4/25/08 04:48,san jose,ca,us,triangle,35
4/25/08 04:50,morgan city,la,us,other,4200
4/25/08 09:48,lawrenceville,ga,us,other,240
4/25/08 10:00,tallahassee,fl,us,light,120
4/25/08 11:14,austin,tx,us,teardrop,1980
4/25/08 13:00,durham,nc,us,oval,120
4/25/08 17:00,hartford,ct,us,other,180
4/25/08 20:30,danville,va,us,sphere,240
4/25/08 20:30,louisville,ky,us,changing,45
4/25/08 21:11,fort myers,fl,us,circle,60
4/25/08 21:30,seattle,wa,us,sphere,5400
4/25/08 22:00,seattle,wa,us,light,300
4/25/08 23:51,cedar rapids,ia,us,light,480
4/25/09 01:00,batavia,oh,us,triangle,60
4/25/09 01:30,palm springs,ca,us,cigar,15
4/25/09 03:20,hendersonville,tn,us,other,120
4/25/09 21:10,columbia,mo,us,oval,2700
4/25/09 21:30,flushing,ny,us,diamond,3600
4/25/09 22:45,anaheim,ca,us,triangle,12
4/25/09 22:45,beaver dam,az,,teardrop,45
4/25/09 23:00,phoenix,az,us,fireball,4
4/25/09 23:03,bullhead city,az,us,other,5
4/25/10 03:04,rio de janeiro (brazil),,,light,480
4/25/10 16:15,duncan (canada),bc,ca,unknown,2
4/25/10 17:50,kaufman,tx,us,fireball,300
4/25/10 19:20,th veymandoo (maldives),,,light,90
4/25/10 21:50,kaufman,tx,us,fireball,360
4/25/10 22:00,lake elsinore,ca,us,oval,300
40294,sedona,az,us,disk,3
4/25/11 20:00,carpinteria,ca,us,disk,600
4/25/11 20:00,carpinteria,ca,us,disk,600
4/25/11 21:52,rockwall,tx,us,rectangle,12
4/25/11 22:00,dallas,tx,us,triangle,180
4/25/12 00:50,dhaka (bangladesh),,,light,180
4/25/12 01:00,freiburg (germany),,de,circle,40
4/25/12 05:45,cave spring,ga,us,other,60
4/25/12 07:30,spring,tx,us,sphere,120
4/25/12 09:30,watertown,sd,us,unknown,120
4/25/12 12:00,okeechobee,fl,us,light,60
4/25/12 21:15,hephzibah,ga,us,circle,15
4/25/12 21:45,portal,ga,us,fireball,900
4/25/12 22:15,tylertown,ms,us,oval,900
4/25/12 22:35,citrus springs,fl,us,light,1800
4/25/12 23:00,sunderland-arlington,vt,,sphere,30
4/25/12 23:15,circleville,ny,us,triangle,600
4/25/12 23:30,bismarck,nd,us,triangle,5
4/25/13 02:00,mondamin,ia,us,circle,60
4/25/13 05:30,franklin,wi,us,sphere,360
4/25/13 07:35,bexley,oh,us,light,300
4/25/13 08:45,indianapolis,in,us,light,30
4/25/13 09:28,albuquerque,nm,us,rectangle,3
4/25/13 10:43,foley/elberta,al,,flash,8
4/25/13 20:00,cherry grove,sc,,triangle,1800
4/25/13 20:30,conway,ar,us,circle,120
4/25/13 20:45,acton,me,us,triangle,240
4/25/13 20:45,chattanooga,tn,us,circle,60
4/25/13 21:15,hayden,id,us,fireball,5
4/25/13 21:15,leonardo,nj,us,sphere,120
4/25/13 21:20,prescott valley,az,us,changing,30
4/25/13 21:24,weston,fl,us,fireball,180
4/25/13 21:30,escondido,ca,us,circle,240
4/25/13 21:30,olalla,wa,us,sphere,300
4/25/13 22:30,phoenix,az,us,circle,600
4/25/13 23:50,englewood,co,us,cylinder,60
4/25/14 05:00,newark,nj,us,disk,300
4/25/14 18:30,zillah,wa,us,flash,7200
4/25/14 20:00,grandbay,al,,formation,120
4/25/14 21:00,rifle,co,us,sphere,300
4/25/14 21:05,canyon country,ca,us,oval,10
4/25/14 21:19,oxnard,ca,us,light,30
4/25/14 21:30,morgantown,wv,us,other,900
4/25/14 22:00,cannon beach,or,us,light,300
4/25/14 22:00,quitman,ga,us,triangle,180
4/25/14 22:09,hoover,al,us,unknown,120
4/25/14 22:15,columbus,ga,us,light,120
4/25/14 22:20,cedar falls,ia,us,light,180
4/25/14 22:30,theodore,al,us,fireball,300
4/25/14 23:00,warren,mi,us,triangle,300
4/26/59 19:00,baden,pa,us,cylinder,900
4/26/76 03:30,delta (canada),bc,ca,other,600
4/26/77 18:05,kansas city,mo,us,other,30
4/26/88 23:00,dallas,tx,us,light,120
4/26/96 03:30,langley,wa,us,,7200
4/26/96 12:30,mcallen,tx,us,disk,300
4/26/96 20:50,merced,ca,us,,10
4/26/96 20:55,lake nacemiento,ca,,,3
4/26/98 21:45,eagan,mn,us,light,5
4/26/98 23:50,comer,ga,us,disk,1800
4/26/99 00:30,oshawa (canada),on,ca,unknown,10
4/26/99 22:15,model,co,us,light,120
4/26/00 21:30,bolingbrook,il,us,oval,300
4/26/01 03:00,albuquerque,nm,us,light,180
4/26/01 04:55,las vegas,nv,us,changing,120
4/26/01 18:45,norwich (there was officer&#39s on the port side) (uk/england),,gb,sphere,180
4/26/01 19:00,london (uk/england),,gb,oval,30
4/26/01 20:10,jackson,mi,us,unknown,480
4/26/01 20:50,madison,al,us,flash,300
4/26/01 23:30,brendon (uk/england),,,unknown,15
4/26/01 23:58,wildwood,il,us,sphere,900
4/26/02 00:20,brighton (uk/england),,gb,cigar,80
4/26/02 06:00,westmont,nj,us,light,3
4/26/02 15:00,seattle,wa,us,sphere,120
4/26/02 15:00,toma to madison (interstate 90-94),wi,,other,14400
4/26/02 15:05,jacksonville,fl,us,cylinder,120
4/26/03 07:00,el dorado,ar,us,circle,300
4/26/03 14:00,littleton,co,us,disk,30
4/26/03 15:30,fallbrook,ca,us,cylinder,900
4/26/03 17:00,atlanta,ga,us,disk,30
4/26/03 19:00,banos (ecuador),,,fireball,1800
4/26/03 20:35,miramar beach,fl,us,sphere,300
4/26/03 21:00,melbourne (vic&#44 australia),,au,light,15
4/26/03 21:15,adelaide (south australia),,au,fireball,5
4/26/03 21:30,costa mesa,ca,us,light,1800
4/26/03 23:00,arlington,tx,us,light,5
4/26/04 00:30,mesa,az,us,light,5
4/26/04 13:35,kansas city,mo,us,other,60
4/26/04 19:30,olympia,wa,us,light,1800
4/26/04 20:00,harmony,pa,us,light,15
4/26/04 20:50,tijuana (mexico),mb,,light,900
4/26/04 21:00,longmont,co,us,cigar,60
4/26/04 21:30,los angeles,ca,us,triangle,3
4/26/04 21:30,niles,mi,us,other,120
4/26/04 21:30,woodland hills,ca,us,light,3600
4/26/04 21:45,kelowna (canada),bc,ca,triangle,30
4/26/04 21:50,ramadi (iraq),,,chevron,300
4/26/04 22:00,atherstone (uk/england),,gb,unknown,60
4/26/04 22:00,st. petersburg beach,fl,,light,600
4/26/04 22:00,st. petersburg beach,fl,,light,600
4/26/04 23:00,esfehan/ghazvin (iran),,,unknown,600
4/26/04 23:00,lincoln,ne,us,circle,15
4/26/05 10:00,tucson,az,us,teardrop,900
4/26/05 20:30,laconia,nh,us,other,60
4/26/05 20:30,lewiston,me,us,,3
4/26/05 21:00,deer isle,me,us,light,1800
4/26/05 21:30,deer isle,me,us,other,2700
4/26/05 21:45,troutdale,or,us,light,5
4/26/05 22:30,fort smith,ar,us,disk,1800
4/26/05 22:50,logan,ut,us,triangle,10
4/26/05 23:00,ottumwa,ia,us,triangle,300
4/26/06 22:00,mineola,tx,us,other,3600
4/26/06 22:50,ishpeming,mi,us,light,600
4/26/07 03:00,orlando,fl,us,formation,30
4/26/07 06:45,fremont,ca,us,disk,5
4/26/07 11:55,hiko,nv,us,unknown,180
4/26/07 18:30,fort davis,tx,us,disk,300
4/26/07 21:00,reno,nv,us,light,60
4/26/07 21:00,sonora,ca,us,unknown,60
4/26/07 21:30,orland,ca,us,light,30
4/26/08 00:23,seattle,wv,,triangle,5
4/26/08 11:55,seattle,wa,us,light,300
4/26/08 19:18,windham,nh,us,oval,30
4/26/08 20:00,caddo mills,tx,us,disk,5
4/26/08 20:30,vicksburg,ms,us,flash,10
4/26/08 20:30,wildwood,mo,us,light,5
4/26/08 20:35,sonoma,ca,us,triangle,30
4/26/08 20:45,hallsville,tx,us,changing,30
4/26/08 20:45,salt lake city,ut,us,oval,600
4/26/08 21:00,groveton,tx,us,unknown,3
4/26/08 21:00,harrison,ar,us,cylinder,60
4/26/08 21:00,harrison,ar,us,cylinder,60
4/26/08 21:00,sulphur,la,us,unknown,4
4/26/08 21:20,torquay (uk/england),,gb,other,2400
4/26/08 21:49,henning,tn,us,triangle,30
4/26/08 22:30,bartlett/memphis,tn,,circle,5
39565,houston,tx,us,other,900
4/26/09 10:00,corinth,me,,diamond,480
4/26/09 17:00,new york city (brooklyn),ny,us,circle,14
4/26/09 20:15,davenport,wa,us,other,5
4/26/09 21:30,adrian,mi,us,triangle,300
4/26/09 22:00,roseburg,or,us,sphere,30
4/26/09 22:15,bellevue,wa,us,cigar,60
4/26/09 22:20,tamworth (uk/england),,gb,formation,10
4/26/09 23:05,woking (uk/england),,gb,sphere,120
4/26/10 00:00,tallahassee,fl,us,sphere,1800
4/26/10 04:00,markle,in,us,sphere,120
4/26/10 19:45,laguna hills,ca,us,fireball,180
4/26/11 00:30,pacoima/tujunga,ca,,disk,14400
4/26/11 00:30,stillwater,mn,us,sphere,60
4/26/11 03:00,wilkes-barre,pa,us,rectangle,10
4/26/11 13:44,weston (i-75),fl,us,sphere,120
4/26/11 16:00,santarem (portugal),,,light,120
4/26/11 21:00,rockland,ny,us,light,10
4/26/11 22:05,screven,ga,us,fireball,120
4/26/11 23:10,san jose,ca,us,light,300
4/26/12 00:00,big pine key,fl,us,chevron,10
4/26/12 01:30,new palestine,in,us,diamond,4
4/26/12 01:45,topeka,ks,us,other,10
4/26/12 01:45,upland,ca,us,oval,50
4/26/12 03:00,yakima,wa,us,teardrop,30
4/26/12 07:35,pella,ia,us,disk,12
4/26/12 11:10,monroeville,pa,us,circle,15
4/26/12 11:57,collinsville,il,us,light,45
4/26/12 15:15,otis afb,ma,,other,1800
4/26/12 20:28,mammoth,az,us,light,180
4/26/12 20:55,st. simons island,ga,us,circle,30
4/26/12 21:00,miami,fl,us,chevron,15
4/26/12 21:22,simi valley,ca,us,light,480
4/26/12 21:30,symsonia,ky,us,light,10
4/26/12 21:35,geneva,fl,us,triangle,20
4/26/12 22:00,bremen,in,us,oval,3600
4/26/12 22:00,harlingen,tx,us,oval,180
4/26/12 22:35,littleton,co,us,light,180
4/26/13 03:30,quincy,ma,us,triangle,3600
4/26/13 08:30,salaberry de valleyfield (canada),qc,,circle,3600
4/26/13 11:46,scappoose,or,us,circle,725
4/26/13 20:00,lake oswego,or,us,light,300
4/26/13 20:20,birmingham,al,us,light,300
4/26/13 21:00,beverly,ma,us,circle,300
4/26/13 21:00,tucson,az,us,light,300
4/26/13 21:15,minnetonka,mn,us,circle,5
4/26/13 21:30,myrtle beach,sc,us,light,180
4/26/13 21:30,orlando,fl,us,diamond,3600
4/26/13 21:40,cornelius,or,us,circle,180
4/26/13 21:40,matamoras,pa,us,light,180
4/26/13 22:00,lynchburg,va,us,triangle,600
4/26/13 22:00,toledo,oh,us,fireball,240
4/26/13 22:10,blaine,mn,us,formation,15
4/26/13 22:10,orem,ut,us,light,60
4/26/13 22:15,boise,id,us,triangle,20
4/26/13 23:00,austin,tx,us,rectangle,20
4/26/13 23:00,prattville,al,us,light,600
4/26/13 23:13,prattville,al,us,unknown,120
4/26/13 23:27,lacey,wa,us,light,120
4/26/13 23:27,lacey,wa,us,sphere,120
4/26/14 00:00,inverness,fl,us,circle,480
4/26/14 00:50,holland,mi,us,triangle,6
4/26/14 15:35,newberry,sc,us,light,60
4/26/14 16:57,san antonio,tx,us,sphere,8
4/26/14 17:00,greenwood,in,us,cross,20
4/26/14 17:00,maud,tx,us,triangle,10800
4/26/14 19:00,gilbert,az,us,triangle,60
4/26/14 20:15,riverside,nj,us,diamond,120
4/26/14 20:43,whittier,ca,us,fireball,120
4/26/14 20:53,troy,mo,us,circle,240
4/26/14 21:00,santa cruz,ca,us,other,300
4/26/14 21:10,louisville,ky,us,fireball,180
4/26/14 21:15,pantego,tx,us,circle,5
4/26/14 21:45,cincinnati,oh,us,sphere,1200
4/26/14 21:45,cincinnati,oh,us,sphere,900
4/26/14 21:45,tarpon springs,fl,us,unknown,60
4/26/14 22:00,cuyahoga falls,oh,us,fireball,120
4/26/14 22:15,novi,mi,us,sphere,120
4/26/14 23:30,manahawkin,nj,us,triangle,10
4/27/85 18:30,san francisco,ca,us,cylinder,1170
4/27/90 07:20,datil,nm,us,disk,5
4/27/91 21:00,sacramento,ca,us,changing,1800
4/27/96 22:30,albany,or,us,,420
4/27/97 01:00,san-carlos mountains,az,,light,420
4/27/98 00:15,deventer&#44 overijssel (netherlands),,,triangle,45
4/27/98 11:00,santa cruz,ca,us,other,900
4/27/98 23:00,dahab (near) (egypt),,,cone,15
4/27/99 00:01,audubon,nj,us,sphere,60
4/27/99 04:30,loveland,co,us,circle,300
4/27/99 20:45,flagstaff,az,us,triangle,1200
4/27/99 21:00,casa grande,az,us,other,900
4/27/00 07:25,winnipeg (canada),mb,ca,cylinder,300
4/27/00 09:15,palm springs (outside of),ca,us,triangle,45
4/27/00 12:20,pretoria (south africa),,,sphere,120
4/27/00 13:00,lewiston,me,us,light,2
4/27/00 18:04,coos bay,or,us,light,3
4/27/00 20:40,dallas,tx,us,light,10
4/27/00 21:00,san felipe&#44 baja de california (mexico),,,,180
4/27/00 22:00,prescott valley,az,us,circle,6
4/27/00 22:15,hot springs,ar,us,cigar,20
4/27/00 23:38,plano,tx,us,triangle,3
4/27/01 11:00,gilbert,az,us,oval,2400
4/27/01 19:47,spokane,wa,us,sphere,12
4/27/01 21:00,marlboro,ma,us,sphere,1200
4/27/01 21:25,las vegas,nv,us,formation,5
4/27/01 21:25,tempe,az,us,oval,90
4/27/01 21:55,seattle,wa,us,diamond,600
4/27/01 23:00,alpine,ca,us,triangle,5
4/27/01 23:20,ferrisburg,vt,,triangle,600
4/27/02 12:30,ottawa (canada),on,ca,oval,60
4/27/02 13:10,germantown,ny,us,sphere,360
4/27/02 15:30,galveston,tx,us,other,20
4/27/02 16:00,steeleville,il,us,fireball,5
4/27/02 21:00,wilmington,nc,us,light,10
4/27/02 21:58,jacksonville,fl,us,circle,4
4/27/02 23:40,portland,or,us,circle,240
4/27/03 04:30,austin,tx,us,fireball,2
4/27/03 14:00,alberta rocky mountains (canada),ab,,diamond,45
4/27/03 16:30,mesa,az,us,diamond,600
4/27/03 20:30,quebeck,tn,us,oval,300
4/27/03 22:20,san diego,ca,us,fireball,600
4/27/03 22:30,lynnwood,wa,us,triangle,15
4/27/04 06:00,douglasville,ga,us,light,300
4/27/04 15:30,oakley,ut,us,disk,2
4/27/04 16:30,scottsdale,az,us,sphere,7
4/27/04 20:10,picture rocks,az,us,light,900
4/27/05 04:00,croydon (uk/england),,gb,unknown,120
4/27/05 04:30,palm beach,fl,us,unknown,240
4/27/05 05:43,portland,or,us,fireball,3
4/27/05 23:00,alberta (canada),ab,,,5
4/27/05 23:00,whitecourt (canada),ab,ca,unknown,5
4/27/06 05:30,naples,fl,us,formation,15
4/27/06 13:00,portland,or,us,oval,60
4/27/06 16:30,santa maria,ca,us,rectangle,60
4/27/06 21:30,williamsburg,va,us,other,240
4/27/07 03:31,knin (croatia),,,changing,600
4/27/07 03:31,knin (croatia),,,light,600
4/27/07 10:36,cranbury/east windsor,nj,,light,4500
4/27/07 19:30,pensacola,fl,us,sphere,600
4/27/07 20:45,kanehoe,hi,,other,10
4/27/07 20:45,kaneohe,hi,us,sphere,15
4/27/07 21:00,tacoma,wa,us,light,600
4/27/07 21:40,indio,ca,us,fireball,8
4/27/07 22:00,madison,al,us,light,10800
4/27/07 22:00,myrtle beach,sc,us,circle,120
4/27/07 22:49,mississauga (canada),on,ca,light,1
4/27/07 23:45,tempe,az,us,,180
39200,abilene,tx,us,unknown,360
4/27/08 00:02,palmer,il,us,triangle,30
4/27/08 00:15,tumwater,wa,us,triangle,6
4/27/08 01:20,creve coeur,il,us,light,10
4/27/08 02:00,london,oh,us,rectangle,90
4/27/08 02:30,woodland,ca,us,formation,20
4/27/08 04:30,queensland (australia),,,disk,600
4/27/08 11:15,san antonio,tx,us,changing,300
4/27/08 14:00,hamtramck,mi,us,disk,1200
4/27/08 19:00,captain cook,hi,us,light,300
4/27/08 19:00,captain cook,hi,us,light,300
4/27/08 19:00,honaunau,hi,us,formation,900
4/27/08 20:30,loveland,co,us,circle,300
4/27/08 20:40,loveland,co,us,fireball,900
4/27/08 20:45,loveland,co,us,light,780
4/27/08 20:45,memphis,tn,us,fireball,15
4/27/08 21:00,honaunau,hi,us,fireball,600
4/27/08 22:11,harrington,wa,us,light,5
4/27/09 05:00,rome,ga,us,circle,1800
4/27/09 15:30,bradford,pa,us,other,20
4/27/09 20:18,high point,nc,us,fireball,10800
4/27/09 21:00,denver,co,us,other,300
4/27/09 21:00,easley,sc,us,light,7200
4/27/09 21:10,montreal (canada),qc,ca,triangle,6
4/27/09 21:44,marshall,nc,us,light,600
4/27/09 22:30,tuxedo (on us hwy 25&#44 between tuxedo and i-26 exit),nc,us,other,300
4/27/09 22:35,shelbyville (flat creek area),tn,us,light,30
4/27/09 23:00,high point,nc,us,fireball,60
4/27/10 09:40,waverly,tn,us,,5
4/27/10 14:00,broomfield,co,us,sphere,60
4/27/10 19:30,chicago,il,us,triangle,240
4/27/10 20:53,saxtons river,vt,us,sphere,60
4/27/11 23:00,flint,mi,us,light,180
4/27/12 03:30,monroe,mi,us,triangle,300
4/27/12 19:30,ocala,fl,us,rectangle,300
4/27/12 20:24,virginia beach,va,us,fireball,180
4/27/12 20:26,las vegas,nv,us,oval,60
4/27/12 20:45,olyphant,pa,us,fireball,240
4/27/12 21:00,conway,ar,us,light,120
4/27/12 21:00,new york city (brooklyn),ny,us,light,480
4/27/12 21:00,tiffin,oh,us,flash,1200
4/27/12 21:40,greensboro,nc,us,sphere,120
4/27/12 22:00,san jose,ca,us,light,15
4/27/12 22:30,schaumburg,il,us,fireball,60
4/27/12 23:27,royersford,pa,us,oval,2100
4/27/13 00:20,scappoose,or,us,sphere,420
4/27/13 00:43,conway,sc,us,light,2
4/27/13 01:00,bandera,tx,us,light,600
4/27/13 01:30,lexington,sc,us,circle,300
4/27/13 02:00,kelso,wa,us,circle,120
4/27/13 02:30,snyder,tx,us,disk,420
4/27/13 04:30,alloway,nj,us,light,120
4/27/13 08:34,ocean isle beach,nc,us,light,2
