datetime,city,state,country,shape,duration (seconds)
10/31/09 20:30,hastings,mn,us,oval,10
10/31/09 21:30,santa monica,ca,us,triangle,300
10/31/09 22:00,corpus christi,tx,us,oval,120
10/31/09 23:00,birmingham (uk/england),,gb,sphere,600
10/31/10 01:23,westland,mi,us,triangle,5
10/31/10 01:25,college station,tx,us,disk,7200
10/31/10 03:30,roseneath (canada),on,,cylinder,600
10/31/10 05:15,las vegas,nv,us,rectangle,3600
10/31/10 07:30,jupiter,fl,us,oval,180
10/31/10 07:50,lee&#39s summit,mo,,rectangle,30
10/31/10 12:41,philipsburg,pa,us,circle,4
10/31/10 17:00,roselle,il,us,,900
10/31/10 18:06,oak lawn,il,us,light,360
10/31/10 19:00,pittsburgh,pa,us,fireball,60
10/31/10 19:15,cincinnati,oh,us,fireball,240
10/31/10 19:30,jupiter,fl,us,oval,180
10/31/10 19:30,northridge,ca,us,triangle,15
10/31/10 19:53,o&#39fallon,mo,us,changing,540
10/31/10 20:30,monroe,ct,us,fireball,6
10/31/10 20:30,mooresville,nc,us,light,600
10/31/10 21:34,holiday,fl,us,unknown,120
10/31/10 21:50,stayton,or,us,changing,900
10/31/10 22:15,dunsmuir,ca,us,circle,30
10/31/10 23:30,cambridge,oh,us,formation,300
10/31/10 23:50,bardstown,ky,us,chevron,900
10/31/11 00:00,hardshell,ky,us,light,60
10/31/11 00:15,colorado springs,co,us,formation,3600
10/31/11 03:46,castleton on hudson,ny,,fireball,4
10/31/11 06:45,torrance,ca,us,rectangle,300
10/31/11 08:30,monroe,mi,us,fireball,240
10/31/11 19:00,dover,nh,us,triangle,10
10/31/11 19:00,parma,oh,us,light,60
10/31/11 19:00,wichita,ks,us,triangle,1800
10/31/11 19:15,clovis,ca,us,sphere,60
10/31/11 19:15,seattle,wa,us,fireball,120
10/31/11 19:20,castro valley,ca,us,formation,300
10/31/11 19:30,quincy,il,us,oval,40
10/31/11 19:30,thousand oaks,ca,us,other,1800
10/31/11 20:00,sarasota,fl,us,other,6
10/31/11 20:15,rock springs,wy,us,sphere,120
10/31/11 20:30,dehradun (uttar pradesh) (india),,,flash,2
10/31/11 20:30,lancaster,pa,us,triangle,300
10/31/11 20:30,somers point,nj,us,fireball,300
10/31/11 20:40,portland,me,us,light,30
10/31/11 21:00,hershey,pa,us,circle,900
10/31/11 21:15,monroe,mi,us,fireball,120
10/31/11 21:30,round lake,il,us,sphere,240
10/31/11 23:00,lakeside,ca,us,fireball,480
10/31/12 10:00,lapine,or,,cylinder,300
10/31/12 19:10,lakebay,wa,us,cigar,600
10/31/12 19:11,tomball,tx,us,light,180
10/31/12 19:20,annapolis,md,us,triangle,120
10/31/12 19:30,the woodlands,tx,us,light,60
10/31/12 19:42,commerce city,co,us,fireball,30
10/31/12 19:50,little rock,ar,us,triangle,300
10/31/12 20:00,carpentersville,il,us,circle,120
10/31/12 20:15,pinehurst,tx,us,light,120
10/31/12 20:36,anchorage,ak,us,light,60
10/31/12 20:40,las vegas,nv,us,formation,900
10/31/12 22:00,greensboro,nc,us,egg,15
10/31/12 22:13,statesville,nc,us,circle,4
10/31/12 22:15,winchester,va,us,oval,30
10/31/12 22:25,sacramento,ca,us,sphere,10
10/31/12 23:00,piperton/rossville,tn,,triangle,600
10/31/13 01:00,virginia beach,va,us,light,15
10/31/13 05:10,san diego,ca,us,light,5
10/31/13 05:45,boca raton,fl,us,flash,3
10/31/13 06:28,ocala,fl,us,circle,1800
10/31/13 10:45,elmore city,ok,us,fireball,180
10/31/13 14:23,torrance,ca,us,diamond,10
10/31/13 20:00,queen creek,az,us,other,3
10/31/13 20:00,santa cruz,ca,us,cigar,8
10/31/13 20:07,los angeles,ca,us,light,240
10/31/13 20:17,riverview/brandon,fl,,circle,180
10/31/13 20:30,fairbanks,ak,us,diamond,180
10/31/13 20:40,sandy springs,ga,us,other,30
10/31/13 21:00,del city,ok,us,chevron,10
10/31/13 21:00,edgewater,fl,us,formation,10
10/31/13 21:00,meridian/nampa,id,,light,10
10/31/13 21:03,arcanum,oh,us,unknown,15
10/31/13 21:20,salyersville,ky,us,light,5400
10/31/13 22:13,east wenatchee,wa,us,light,240
10/31/13 22:15,erode (india),,,rectangle,60
10/3/55 06:00,stanley (near) (canada),nb,ca,disk,7200
10/3/63 21:00,new york city (richmond hills) (queens),ny,us,circle,2
10/3/78 18:00,burt,mi,us,circle,180
10/3/80 18:00,richardson,tx,us,diamond,600
10/3/84 21:00,augusta,ga,us,fireball,300
10/3/86 21:00,cresson,pa,us,disk,120
10/3/92 13:35,raleigh-durham (from cockpit),nc,,chevron,35
10/3/96 20:00,santa fe,nm,us,rectangle,5
10/3/96 20:05,crestone,co,us,light,30
10/3/96 21:00,derby,ct,us,light,2400
10/3/97 02:00,pleasanton,tx,us,unknown,420
10/3/97 21:00,jim thorpe,pa,us,oval,60
10/3/97 21:30,waco,tx,us,light,60
10/3/98 01:00,key west,fl,us,changing,1200
10/3/98 14:30,carbondale,il,us,changing,1200
10/3/99 15:30,bridgeport/stamford,ct,,circle,3600
10/3/99 19:00,anson,me,us,sphere,7
10/3/99 20:20,duncanville,tx,us,triangle,1800
10/3/99 21:40,battle ground/vancouver,wa,,circle,5
10/3/99 21:40,clackamas,or,us,fireball,2
10/3/99 21:41,tacoma,wa,us,circle,0.5
10/3/99 21:44,beaverton (northwest area),or,us,fireball,1
10/3/99 21:45,salem,or,us,flash,2
10/3/99 21:45,seattle,wa,us,teardrop,10
10/3/99 21:55,wilsonville (exit&#44 i-5&#44 1 mile n of),or,us,fireball,3
10/3/99 22:00,trail,or,us,fireball,2
10/3/99 22:15,trail,or,us,fireball,2
10/3/99 22:40,tacoma,wa,us,fireball,2
10/3/99 23:00,orondo,wa,us,,1
10/3/99 23:15,kennesaw,ga,us,cigar,10
10/3/00 02:15,st. petersburg,fl,us,disk,900
10/3/00 04:30,los angeles,ca,us,unknown,60
10/3/00 12:15,buckley,wa,us,triangle,540
10/3/00 19:15,hayward,ca,us,changing,7
10/3/00 21:33,montreal (south of) (canada),pq,ca,formation,15
10/3/01 09:00,mission (canada),bc,ca,light,7200
10/3/01 11:00,bonifay,fl,us,rectangle,5
10/3/01 20:15,bellevue,wa,us,other,2
10/3/01 20:15,wilmington,ma,us,circle,120
10/3/01 20:20,dunbar,wv,us,light,300
10/3/01 21:30,devore/muscoy/san bernardino,ca,,other,1800
10/3/01 22:32,columbia,mo,us,triangle,300
10/3/02 03:00,morrisville,nc,us,oval,300
10/3/02 06:00,augusta,ga,us,light,30
10/3/02 14:00,olive branch,ms,us,disk,600
10/3/02 14:00,palmdale,ca,us,disk,60
10/3/03 02:00,baltimore,md,us,disk,30
10/3/03 02:30,new delhi (india),,,cylinder,180
10/3/03 06:15,las vegas,nv,us,unknown,60
10/3/03 06:45,madison,oh,us,light,5
10/3/03 12:50,coventry,ri,us,formation,60
10/3/03 18:20,burien,wa,us,disk,2
10/3/03 18:45,quesnel (canada),bc,ca,other,480
10/3/03 20:30,ootischenia&#44 castlegar (canada),bc,,light,900
10/3/03 20:40,new bedford,ma,us,formation,480
10/3/03 20:51,clark,wy,us,light,300
10/3/03 22:45,beaver crossing (approx. 15 miles from i-80 loop; near ),ne,us,other,90
10/3/03 23:15,malverne,ny,us,light,5
10/3/04 03:00,lilburn,ga,us,circle,5
10/3/04 06:45,ridgewood,nj,us,circle,120
10/3/04 07:25,vancouver,wa,us,unknown,900
10/3/04 07:30,pratt,ks,us,cigar,600
10/3/04 09:15,victoria (canada),bc,ca,cigar,10
10/3/04 15:30,merritt (canada),bc,ca,fireball,300
10/3/04 16:00,new york city (brooklyn),ny,us,light,3600
10/3/04 16:00,new york city (brooklyn),ny,us,sphere,3600
10/3/04 17:30,manchester,ct,us,cigar,900
10/3/04 19:00,perkasie,pa,us,cigar,3
10/3/04 19:00,tullahoma,tn,us,changing,3600
10/3/04 19:05,cleveland,oh,us,circle,30
10/3/04 19:30,ottawa (canada),on,ca,light,900
10/3/04 20:10,porter ranch,ca,us,light,60
10/3/04 20:30,martinsburg,wv,us,light,7200
10/3/04 21:55,mission (canada),bc,ca,circle,30
10/3/05 11:00,san jose,ca,us,formation,180
10/3/05 12:00,westfir,or,us,other,1200
10/3/05 21:00,whitefield,nh,us,light,14400
10/3/05 21:30,boulder,co,us,chevron,45
10/3/05 21:40,castle rock,co,us,oval,3600
10/3/05 22:00,lake villa,il,us,,3600
10/3/05 22:30,burlington,vt,us,disk,900
10/3/05 23:00,ogden,ut,us,circle,300
10/3/05 23:18,cherry hill,nj,us,circle,120
10/3/06 00:15,newburgh,in,us,sphere,120
10/3/06 03:30,braintree,ma,us,light,2700
10/3/06 03:30,milwaukee,wi,us,sphere,3600
10/3/06 03:40,utica,ny,us,cigar,600
10/3/06 17:25,oceanside,ca,us,unknown,120
10/3/06 19:00,bailey,co,us,sphere,900
10/3/06 19:30,shreveport,la,us,unknown,480
10/3/06 20:00,miles city,mt,us,oval,600
10/3/06 20:15,garfield,ar,us,unknown,45
10/3/06 21:00,canton,ga,us,unknown,2
10/3/06 21:00,dufur,or,us,disk,120
10/3/06 21:43,ravenna,oh,us,other,30
10/3/06 22:00,glasgow (uk/scotland),,gb,fireball,2
10/3/06 22:00,lakewood,ca,us,fireball,240
10/3/06 23:15,santa fe,nm,us,cone,60
10/3/06 23:25,orange,ca,us,other,600
10/3/06 23:45,portland,or,us,circle,2700
10/3/07 00:00,high point,nc,us,triangle,900
10/3/07 00:00,high springs,fl,us,triangle,300
10/3/07 02:30,tennessee ridge,tn,us,unknown,7200
10/3/07 14:00,mora,mn,us,fireball,15
10/3/07 14:30,plattsmouth,ne,us,fireball,3
10/3/07 16:58,mount vernon /pelham,ny,,sphere,180
10/3/07 17:15,canton township,mi,,light,180
10/3/07 19:00,arlington,tx,us,light,180
10/3/07 19:15,burnsville,mn,us,light,180
10/3/07 20:30,chatham,il,us,oval,10
10/3/07 20:40,columbia,mo,us,circle,180
10/3/07 22:00,chicago,il,us,unknown,900
10/3/07 22:00,lima,oh,us,circle,1200
10/3/07 22:30,rockport-fulton,tx,,other,120
10/3/07 23:32,crossville,tn,us,circle,420
10/3/08 02:00,panoche/mendota (between; on i-5),ca,,triangle,600
10/3/08 08:13,schenectady,ny,us,light,60
10/3/08 10:25,lincolnton,nc,us,cigar,300
10/3/08 10:30,chawton&#44 hampshire (uk/england),,,light,12
10/3/08 11:15,east lansing,mi,us,cylinder,300
10/3/08 11:58,denver,nc,us,light,5
10/3/08 18:00,staunton,va,us,disk,300
10/3/08 19:00,paducah,ky,us,sphere,45
10/3/08 19:30,calhan,co,us,circle,120
10/3/08 20:00,kodiak,ak,us,light,600
10/3/09 00:15,raleigh,nc,us,circle,3600
10/3/09 01:00,linton,in,us,circle,3600
10/3/09 03:30,hampden,me,us,light,120
10/3/09 15:10,knoxville and cleveland (between),tn,,cylinder,3
10/3/09 19:30,lawrence,ks,us,sphere,300
10/3/09 20:30,lakewood,wa,us,triangle,300
10/3/09 20:44,port colborne (canada),on,ca,fireball,120
10/3/09 21:30,trenton,nc,us,formation,18
10/3/09 21:43,lebanon,tn,us,sphere,720
10/3/09 22:00,mill valley,ca,us,other,20
10/3/09 22:30,tukwila,wa,us,circle,900
10/3/09 23:00,austin,tx,us,sphere,600
10/3/09 23:00,roanoke,va,us,light,60
10/3/10 00:00,kingman,az,us,unknown,900
10/3/10 05:20,new york city (staten island),ny,us,oval,900
10/3/10 10:30,amelia,oh,us,changing,8
10/3/10 16:30,villa rica,ga,us,fireball,900
10/3/10 18:20,holland and grand haven (between),mi,,oval,15
10/3/10 19:30,beecher,il,us,light,5400
10/3/10 20:00,bloomington,il,us,light,30
10/3/10 21:00,dubuque,ia,us,other,7200
10/3/10 21:00,kingston,wa,us,fireball,45
10/3/10 21:15,gilman city,mo,us,light,3600
10/3/10 21:15,niagara falls (canada),on,ca,light,5400
10/3/10 22:00,new york city,ny,us,light,300
10/3/10 22:30,seattle,wa,us,fireball,60
10/3/10 22:50,kanta (canada),on,,cigar,5
10/3/10 23:00,dubuque,ia,us,unknown,3600
10/3/10 23:00,socorro,nm,us,cross,600
10/3/11 02:35,miles city,mt,us,formation,420
10/3/11 04:00,fullerton,ca,us,flash,2
10/3/11 04:35,fresno,ca,us,circle,240
10/3/11 08:00,prince rupert (canada),bc,ca,circle,120
10/3/11 19:00,alice,tx,us,triangle,120
10/3/11 19:00,crosby,tx,us,circle,1800
10/3/11 21:42,livonia,mi,us,rectangle,120
10/3/11 22:30,fredericksburg,va,us,triangle,300
10/3/11 22:30,sault ste. marie,mi,,changing,300
10/3/12 03:00,fenwick (canada),ns,,circle,1200
10/3/12 05:00,lake elsinore,ca,us,other,20
10/3/12 05:00,setif (algeria),,,light,60
10/3/12 06:45,gary/gary city,tx,,light,300
10/3/12 08:24,wagner,sd,us,fireball,7200
10/3/12 08:38,san francisco,ca,us,circle,120
10/3/12 11:30,missoula,mt,us,flash,3
10/3/12 14:45,wautoma,wi,us,sphere,120
10/3/12 17:15,vancouver,wa,us,other,1200
10/3/12 19:45,bridgewater,pa,us,sphere,300
10/3/12 19:45,rochester,pa,us,fireball,420
10/3/12 20:20,san jose,ca,us,circle,300
10/3/12 20:28,lakeville,mn,us,formation,1200
10/3/12 21:30,lakeville,mn,us,formation,1200
10/3/12 21:30,petaluma,ca,us,fireball,120
10/3/12 22:25,columbus,oh,us,sphere,15
10/3/12 23:00,beachwood,nj,us,fireball,60
10/3/12 23:58,mcallen,tx,us,light,10
10/3/13 00:10,athens,ga,us,triangle,300
10/3/13 01:30,baltimore (city line),md,us,light,25
10/3/13 02:00,waterbury,vt,us,light,25
10/3/13 04:30,newtown,pa,us,flash,10
10/3/13 05:30,rex,ga,us,circle,900
10/3/13 15:30,naples,fl,us,rectangle,120
10/3/13 19:40,portland,or,us,other,1800
10/3/13 19:55,barre,vt,us,triangle,120
10/3/13 20:00,noblsville,in,,light,2400
10/3/13 20:00,somerset,pa,us,fireball,300
10/3/13 20:36,toronto (canada),on,ca,oval,3
10/3/13 20:55,covington,va,us,circle,30
10/3/13 21:00,louisburg,nc,us,circle,3
10/3/13 21:00,rocky river,oh,us,fireball,15
10/3/13 21:23,harrington,wa,us,light,4
10/3/13 22:00,cue (western australia) (australia),wa,au,light,30
10/3/13 22:00,wilmington,oh,us,fireball,30
10/3/13 22:15,clarksville,ar,us,circle,2
10/3/13 23:00,diamond springs,ca,us,circle,600
10/3/13 23:00,philadelphia,pa,us,fireball,120
10/4/63 19:10,prince george,va,us,disk,7200
23289,millington,nj,us,disk,420
10/4/72 22:00,greenville/florence,sc,,light,300
10/4/78 19:30,philadelphia,pa,us,sphere,1200
10/4/81 19:00,columbus,oh,us,disk,120
10/4/93 17:30,unknown,mi,,circle,90
10/4/97 13:00,taylorsville,ky,us,light,300
10/4/97 18:00,warrenton,va,us,light,5
10/4/98 02:45,albuquerque,nm,us,,60
10/4/98 04:37,suquamish,wa,us,flash,6
10/4/98 04:37,walla walla (west of),wa,us,fireball,2
10/4/98 04:42,aberdeen,wa,us,fireball,10
10/4/98 04:45,yamhill,or,us,fireball,4
10/4/98 05:00,columbia river { mile marker 230},wa,,fireball,3
10/4/98 21:00,charleston,sc,us,fireball,10
10/4/98 21:00,charleston,sc,us,fireball,2
10/4/98 21:00,charleston,sc,us,fireball,4
10/4/98 21:00,gold canyon,az,,oval,6
10/4/98 21:00,james island,sc,,fireball,4
10/4/98 21:00,savannah (central),ga,us,fireball,5
10/4/98 21:10,charleston,sc,us,flash,2
10/4/98 21:15,goat island/isle of palm (between&#44 intracoastal waterway),sc,,fireball,7
10/4/98 23:00,belmont,ny,us,circle,7
10/4/99 02:00,broomfield,co,us,unknown,3
10/4/99 03:00,rochester (mn)/to lacrosse (wi)  (driving),mn,us,light,7200
10/4/99 10:05,mount vernon,wa,us,fireball,600
10/4/99 17:25,gillette,wy,us,other,15
10/4/99 19:25,tucson,az,us,,5
10/4/99 19:51,houston,tx,us,egg,1194
10/4/00 01:57,fargo,nd,us,triangle,180
10/4/00 14:33,charlotte,nc,us,oval,15
10/4/00 17:00,goa (india),,,other,600
10/4/00 17:00,niles,mi,us,triangle,2
10/4/00 18:10,severn,md,us,disk,120
10/4/00 20:30,caldwell,id,us,light,900
10/4/00 22:00,kalama,wa,us,unknown,600
10/4/00 22:25,cleburne,tx,us,other,45
10/4/00 22:47,richwood,tx,us,fireball,20
10/4/01 03:30,hoffman,il,us,triangle,600
10/4/01 05:00,altus (sw of),ok,us,light,20
10/4/01 09:45,london (uk/england),,gb,disk,30
10/4/01 12:30,port of spain (trinidad),,,sphere,40
10/4/01 14:00,south fork,co,us,cigar,120
10/4/01 16:30,mt. bethel/pa-nj border,pa,,unknown,2700
10/4/01 19:00,barstow,ca,us,circle,3600
10/4/01 20:00,victoria (canada),bc,ca,light,10
10/4/01 21:03,ashgrove,mo,,diamond,840
10/4/02 00:00,quartzite,az,,triangle,180
10/4/02 01:00,elizabeth,co,us,flash,10800
10/4/02 04:10,houston,tx,us,diamond,10
10/4/02 07:20,glasgow (uk/scotland),,gb,diamond,10
10/4/02 13:18,excelsior springs,mo,us,oval,60
10/4/02 14:00,carson,ca,us,circle,12
10/4/02 19:05,el paso,tx,us,formation,10
10/4/02 19:10,alhambra,ca,us,triangle,120
10/4/02 20:30,newport township,pa,,light,300
10/4/02 21:30,pueblo west,co,us,other,4
10/4/02 21:30,pueblo west,co,us,rectangle,10
10/4/03 00:15,augusta,ar,us,triangle,60
10/4/03 01:00,concord,ca,us,fireball,10
10/4/03 16:30,lafayette,la,us,light,900
10/4/03 18:10,brighton,co,us,teardrop,60
10/4/03 19:58,lawrenceville,ga,us,formation,180
10/4/03 20:00,murray,ky,us,changing,5400
10/4/03 21:30,la moille,il,us,changing,2700
10/4/03 23:00,hayward,ca,us,light,120
10/4/03 23:00,mississippi river (from aboard a cruise ship),la,,light,60
10/4/03 23:05,kansas city,ks,us,changing,1200
10/4/03 23:30,no.hollywood,ca,,unknown,600
10/4/04 03:20,baghdad (iraq),,,light,30
10/4/04 05:30,montgomery,al,us,light,300
10/4/04 12:00,west virginia (above; in-flight sighting),wv,,changing,300
10/4/04 20:00,russellville,ar,us,light,600
10/4/04 20:30,manzanita,or,us,triangle,120
10/4/05 00:50,citrus heights,ca,us,other,90
10/4/05 01:00,seattle,wa,us,other,2
10/4/05 03:00,dickensonville,va,us,circle,900
10/4/05 04:00,scottsdale,az,us,triangle,37800
10/4/05 06:50,chanute,ks,us,light,120
10/4/05 13:30,rock hill,sc,us,other,2
10/4/05 17:00,winnemucca,nv,us,circle,5
10/4/05 18:05,new york city (manhattan),ny,us,light,1200
10/4/05 18:30,bonne terre,mo,us,triangle,1800
10/4/05 18:55,peoria,az,us,light,600
10/4/05 19:00,auburn,al,us,oval,3600
10/4/05 19:00,huntsville,al,us,circle,300
10/4/05 19:00,modesto,ca,us,circle,20
10/4/05 19:15,surprise,az,us,changing,300
10/4/05 20:00,waterford,mi,us,sphere,1200
10/4/05 20:15,granger,ia,us,formation,15
10/4/05 20:40,woodbridge,va,us,other,5
10/4/05 21:30,hyvink&auml;&auml; (finland),,,other,90
10/4/05 21:40,grand rapids,mi,us,oval,10
10/4/06 02:00,la porte,in,,light,3600
10/4/06 03:30,lake ridge,va,us,changing,120
10/4/06 10:50,new richmond,wi,us,fireball,25
10/4/06 14:30,lancaster,ca,us,disk,300
10/4/06 18:30,sunderland (uk/england),,gb,circle,40
10/4/06 19:00,raven,ky,us,oval,60
10/4/06 19:30,san diego,ca,us,sphere,30
10/4/06 20:00,water valley,ms,us,fireball,6
10/4/06 21:10,salem,in,us,light,1200
10/4/06 22:36,plymouth,mn,us,flash,3
10/4/06 22:45,minneapolis,mn,us,other,5
10/4/07 05:20,taos,nm,us,light,180
10/4/07 06:00,detroit,mi,us,disk,30
10/4/07 06:00,otis,or,us,unknown,1
10/4/07 18:45,ann arbor,mi,us,circle,15
10/4/07 19:00,burkeville,va,us,light,300
10/4/07 21:00,toledo,oh,us,light,600
10/4/07 21:10,denver/aurora,co,,rectangle,10
10/4/07 22:00,browder,ky,us,light,3600
10/4/07 23:00,boyne falls,mi,us,triangle,8
10/4/07 23:35,rapid city,sd,us,cigar,15
10/4/08 04:00,nevada,mo,us,circle,2700
10/4/08 04:30,woodland,ca,us,light,60
10/4/08 19:00,riverside,ca,us,light,300
10/4/08 19:20,south milwaukee,wi,us,circle,90
10/4/08 19:45,saint clair shore,mi,,egg,360
10/4/08 20:00,seattle,wa,us,light,1
10/4/08 21:26,las vegas,nv,us,circle,3600
10/4/08 22:00,montreal (quebec)(canada),,ca,other,60
10/4/08 23:15,providence,ri,us,oval,60
10/4/09 02:15,hermitage,pa,us,formation,120
10/4/09 15:30,new york city (brooklyn),ny,us,other,360
10/4/09 19:00,ewa beach,hi,us,circle,1200
10/4/09 19:25,grays (uk/england),,gb,fireball,240
10/4/09 20:45,eldridge,ia,us,light,300
10/4/09 21:00,orlando,fl,us,sphere,120
10/4/09 23:00,utica,ny,us,light,600
10/4/10 00:30,birmingham,al,us,triangle,240
10/4/10 04:30,northglenn,co,us,circle,1200
10/4/10 10:00,lynnwood,wa,us,circle,900
10/4/10 19:30,prunedale,ca,us,light,60
10/4/10 20:30,franklin,in,us,triangle,300
10/4/10 20:45,dallas,tx,us,other,2100
10/4/10 23:54,mariposa,ca,us,circle,1800
10/4/11 04:00,fredericksburg,va,us,fireball,4
10/4/11 08:00,lee&#39s summit,mo,,triangle,180
10/4/11 19:30,van wert,oh,us,fireball,5
10/4/11 20:00,independence,mo,us,triangle,300
10/4/11 20:05,west bloomfield,mi,us,other,4
10/4/11 20:30,pohang (south korea),,,light,2700
10/4/11 23:00,philadelphia,pa,us,circle,120
10/4/12 06:45,bakersfield,ca,us,cylinder,1200
10/4/12 07:30,roxbury,ct,us,oval,600
10/4/12 13:32,san francisco,ca,us,disk,60
10/4/12 16:00,roanoke,va,us,cylinder,30
10/4/12 19:30,roxbury,ct,us,oval,600
10/4/12 20:00,des moines,wa,us,triangle,300
10/4/12 20:30,dayton,oh,us,light,3600
10/4/12 20:30,mercer,pa,us,formation,60
10/4/12 20:45,san jose,ca,us,circle,1200
10/4/12 21:00,pitesti (romania),,,light,480
10/4/12 21:15,lambertville,mi,us,circle,900
10/4/12 21:30,hamburg,ca,us,light,300
10/4/12 22:00,new york city (middle village) (queens),ny,us,fireball,120
10/4/12 22:30,baltimore city,md,,disk,900
10/4/12 23:30,cambridge (canada),on,ca,changing,900
10/4/12 23:30,kila,mt,us,circle,3
10/4/12 23:30,plains,mt,us,flash,3
10/4/13 00:20,seattle,wa,us,teardrop,3
10/4/13 00:34,manor,tx,us,light,300
10/4/13 02:59,lexington,sc,us,triangle,420
10/4/13 06:45,surprise,az,us,fireball,420
10/4/13 08:04,salt lake city,ut,us,circle,1500
10/4/13 13:00,fowler,ca,us,rectangle,600
10/4/13 17:20,millstone township,nj,,circle,60
10/4/13 19:00,westminister,md,us,unknown,480
10/4/13 19:15,dallas,tx,us,diamond,360
10/4/13 19:30,saint lambert (canada),qc,,diamond,120
10/4/13 20:00,albany,or,us,fireball,600
10/4/13 20:00,albuquerque,nm,us,circle,600
10/4/13 20:00,fairbanks,ak,us,circle,600
10/4/13 20:00,manassas,va,us,light,10800
10/4/13 20:00,ryde (uk/england),,gb,triangle,7
10/4/13 20:10,south point,oh,us,circle,1200
10/4/13 20:30,botkins,oh,us,cylinder,240
10/4/13 20:30,erwin,tn,us,light,3600
10/4/13 20:55,clinton,wa,us,sphere,240
10/4/13 21:50,maumee/toledo,oh,,changing,1500
10/4/13 21:50,salem,or,us,triangle,900
10/4/13 21:50,salem,or,us,triangle,900
10/4/13 21:55,fairbanks,ak,us,fireball,180
10/4/13 21:55,madison,al,us,circle,300
10/4/13 21:55,madison,al,us,cylinder,300
10/4/13 22:00,shelby,oh,us,fireball,38
10/4/13 22:10,plantation,fl,us,sphere,300
10/4/13 22:20,seattle,wa,us,oval,600
10/4/13 22:30,maryville,tn,us,circle,60
10/4/13 22:35,homestead,fl,us,formation,10
10/4/13 23:15,gresham,or,us,fireball,1200
10/4/13 23:55,new york city (bronx),ny,us,teardrop,120
10/5/57 19:00,st. paul,mn,us,light,45
10/5/64 16:45,terrebonne,or,us,cigar,600
10/5/67 04:00,syracuse,ny,us,disk,120
10/5/68 02:00,london mills,il,us,disk,1800
10/5/68 21:30,nunda,sd,us,disk,900
10/5/77 22:00,akron,oh,us,cylinder,1800
10/5/78 20:00,hudson,nh,us,circle,3600
10/5/80 21:00,allenspark,co,us,light,5
10/5/90 22:00,fergus (canada),on,ca,rectangle,180
10/5/90 22:00,fresno,ca,us,changing,7200
10/5/92 22:50,palm springs/phoenix (enroute on highway),az,,triangle,120
10/5/94 19:00,circleville,oh,us,circle,2700
10/5/95 21:30,slidell,la,us,formation,600
10/5/97 19:00,cheyenne,wy,us,other,90
10/5/97 20:30,utica,ny,us,light,120
10/5/98 20:00,dana point,ca,us,fireball,10
10/5/98 20:55,houston,tx,us,formation,480
10/5/98 21:30,mission hills,ca,us,sphere,900
10/5/98 23:29,newhall,ca,us,sphere,4
10/5/99 08:25,tampa,fl,us,circle,240
10/5/99 10:57,tuaran (sabah) (malaysia),,,fireball,240
10/5/99 15:00,los angeles/atlanta (between&#44 not sure where),ga,,cigar,30
10/5/99 20:35,rosemount,mn,us,triangle,5
10/5/99 21:00,chesapeake,va,us,other,30
10/5/99 21:00,houston,tx,us,chevron,120
10/5/99 21:15,tucson,az,us,triangle,5
10/5/99 22:00,newcastle (northumberland) (uk/england),,gb,triangle,90
10/5/00 00:05,snohomish,wa,us,other,1200
10/5/00 02:00,colorado springs,co,us,triangle,300
10/5/00 06:05,jerome,az,us,changing,14400
10/5/00 19:45,kennewick,wa,us,unknown,10
10/5/00 21:05,daphne,al,us,circle,120
10/5/00 22:00,topsfield,ma,us,fireball,30
10/5/01 07:05,federal way,wa,us,fireball,600
10/5/01 13:30,provo,ut,us,circle,900
10/5/01 15:00,key west,fl,us,rectangle,600
10/5/01 19:00,page,az,us,circle,900
10/5/01 21:00,henderson,ky,us,oval,20
10/5/01 23:00,myrtle beach,sc,us,circle,15
10/5/02 00:30,hillsboro,il,us,light,300
10/5/02 01:00,los angeles (san fernando valley),ca,us,light,10
10/5/02 01:30,garland,tx,us,light,20
10/5/02 06:30,vancouver,wa,us,fireball,6
10/5/02 07:45,las cruces,nm,us,,90
10/5/02 10:15,duluth,mn,us,cross,2
10/5/02 15:00,texas (ne),tx,,cylinder,30
10/5/02 16:30,des plaines,il,us,triangle,900
10/5/02 18:50,temecula,ca,us,fireball,600
10/5/02 19:56,ione,ca,us,formation,12
10/5/02 20:45,brownstown,mi,,fireball,3
10/5/02 22:00,kettleby (canada),on,,light,5
10/5/02 23:00,alameda,ca,us,light,7
10/5/03 04:37,beamsville (canada),on,ca,triangle,180
10/5/03 05:30,salt lake city,ut,us,cigar,600
10/5/03 06:15,susanville,ca,us,light,2
10/5/03 08:00,carpentersville,il,us,triangle,10
10/5/03 15:00,rio grande city,tx,us,cigar,5
10/5/03 18:15,phoenix,az,us,formation,1200
10/5/03 18:30,wapakoneta,oh,us,light,1200
10/5/03 21:10,jenkins,mn,us,chevron,10
10/5/03 21:15,kingman,az,us,disk,1200
10/5/04 01:30,keokuk,ia,us,chevron,30
10/5/04 13:35,hayward,ca,us,light,600
10/5/04 18:35,palampur (india),,,other,30
10/5/04 20:00,indian shores,fl,us,light,4
10/5/04 20:00,inwood,ny,us,other,15
10/5/04 20:00,lynbrook,ny,us,formation,20
10/5/04 20:10,tarpon springs,fl,us,unknown,12
10/5/04 20:12,bass lake/culver,in,,diamond,20
10/5/04 20:30,coatesville,pa,us,other,15
10/5/04 21:00,mena,ar,us,light,2
